time_period,geographic_level,region_code,region_name,new_la_code,la_name,characteristic_group,perm_excl,perm_excl_rate,suspension,susp_rate,one_plus_susp,one_plus_susp_rate,SEN provision - SEN with an EHC plan,SEN provision - SEN without an EHC plan/SEN support,SEN provision - No SEN,new_la_code.1,num_schools,headcount,TTperm_excl.1,TTperm_excl_rate.1,TTsuspension.1,TTsusp_rate.1,TTone_plus_susp.1,TTone_plus_susp_rate.1
202223,Local authority,E12000002,North West,E08000007,Stockport,SEN provision,37,0.103026759,2302,6.409935121,877,2.442012642,,,35913,E08000007,108,43401,76,0.17511,4079,9.3984,1505,3.46766
202223,Local authority,E12000002,North West,E08000009,Trafford,SEN provision,7,0.345679012,296,14.61728395,136,6.716049383,2025,,,E08000009,91,43670,51,0.11678,1716,3.92947,903,2.06778
202223,Local authority,E12000002,North West,E08000009,Trafford,SEN provision,16,0.354295837,417,9.233835252,209,4.627989371,,4516,,E08000009,91,43670,51,0.11678,1716,3.92947,903,2.06778
202223,Local authority,E12000002,North West,E08000009,Trafford,SEN provision,28,0.07541275,1003,2.701392443,558,1.502868378,,,37129,E08000009,91,43670,51,0.11678,1716,3.92947,903,2.06778
202223,Local authority,E12000002,North West,E08000010,Wigan,SEN provision,5,0.255362615,398,20.32686415,151,7.71195097,1958,,,E08000010,125,47981,76,0.1584,3815,7.95106,1579,3.29089
202223,Local authority,E12000002,North West,E08000010,Wigan,SEN provision,35,0.089838035,2014,5.169537206,892,2.289586488,,,38959,E08000010,125,47981,76,0.1584,3815,7.95106,1579,3.29089
202223,Local authority,E12000002,North West,E08000010,Wigan,SEN provision,36,0.509626274,1403,19.8612684,536,7.587768969,,7064,,E08000010,125,47981,76,0.1584,3815,7.95106,1579,3.29089
202223,Local authority,E12000002,North West,E08000014,Sefton,SEN provision,0,0,188,10.90487239,89,5.162412993,1724,,,E08000014,98,40369,35,0.0867,1977,4.89732,1104,2.73477
202223,Local authority,E12000002,North West,E08000014,Sefton,SEN provision,16,0.286635614,630,11.28627732,318,5.696882838,,5582,,E08000014,98,40369,35,0.0867,1977,4.89732,1104,2.73477
202223,Local authority,E12000002,North West,E08000014,Sefton,SEN provision,19,0.05746605,1159,3.505429029,697,2.108096664,,,33063,E08000014,98,40369,35,0.0867,1977,4.89732,1104,2.73477
202223,Local authority,E12000002,North West,E08000012,Liverpool,SEN provision,23,0.620615219,847,22.85483001,303,8.175930923,3706,,,E08000012,166,76919,154,0.20021,9330,12.12964,3350,4.35523
202223,Local authority,E12000002,North West,E08000012,Liverpool,SEN provision,59,0.467882633,2936,23.28310864,947,7.509912768,,12610,,E08000012,166,76919,154,0.20021,9330,12.12964,3350,4.35523
202223,Local authority,E12000002,North West,E08000012,Liverpool,SEN provision,72,0.118806,5547,9.153012227,2100,3.465174991,,,60603,E08000012,166,76919,154,0.20021,9330,12.12964,3350,4.35523
202223,Local authority,E12000003,Yorkshire and The Humber,E08000017,Doncaster,SEN provision,4,0.258064516,497,32.06451613,147,9.483870968,1550,,,E08000017,125,48053,82,0.17064,11633,24.20869,2760,5.74366
202223,Local authority,E12000003,Yorkshire and The Humber,E08000017,Doncaster,SEN provision,30,0.475285171,3529,55.90937896,768,12.16730038,,6312,,E08000017,125,48053,82,0.17064,11633,24.20869,2760,5.74366
202223,Local authority,E12000003,Yorkshire and The Humber,E08000017,Doncaster,SEN provision,48,0.119429723,7607,18.92712299,1845,4.590579981,,,40191,E08000017,125,48053,82,0.17064,11633,24.20869,2760,5.74366
202223,Local authority,E12000002,North West,E08000013,St. Helens,SEN provision,4,0.367309458,315,28.92561983,97,8.907254362,1089,,,E08000013,67,27171,29,0.10673,2859,10.52225,1098,4.04107
202223,Local authority,E12000002,North West,E08000013,St. Helens,SEN provision,10,0.236406619,1051,24.8463357,372,8.794326241,,4230,,E08000013,67,27171,29,0.10673,2859,10.52225,1098,4.04107
202223,Local authority,E12000002,North West,E08000013,St. Helens,SEN provision,15,0.068643602,1493,6.83232656,629,2.878455061,,,21852,E08000013,67,27171,29,0.10673,2859,10.52225,1098,4.04107
202223,Local authority,E12000002,North West,E10000017,Lancashire,SEN provision,27,0.392784405,1354,19.69741053,489,7.113762002,6874,,,E10000017,595,176271,440,0.24962,16515,9.3691,6922,3.92691
202223,Local authority,E12000002,North West,E10000017,Lancashire,SEN provision,150,0.745712155,4802,23.87273179,1704,8.471290082,,20115,,E10000017,595,176271,440,0.24962,16515,9.3691,6922,3.92691
202223,Local authority,E12000002,North West,E10000017,Lancashire,SEN provision,263,0.176176632,10359,6.939215713,4729,3.167830013,,,149282,E10000017,595,176271,440,0.24962,16515,9.3691,6922,3.92691
202223,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,SEN provision,8,0.539447067,536,36.14295347,170,11.46325017,1483,,,E08000016,90,35191,93,0.26427,7338,20.85192,1787,5.078
202223,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,SEN provision,40,0.134930005,4839,16.32315736,1152,3.885984146,,,29645,E08000016,90,35191,93,0.26427,7338,20.85192,1787,5.078
202223,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,SEN provision,45,1.107555993,1963,48.31405365,465,11.44474526,,4063,,E08000016,90,35191,93,0.26427,7338,20.85192,1787,5.078
202223,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,SEN provision,1,0.043898156,710,31.16769096,240,10.53555751,2278,,,E08000036,136,54568,45,0.08247,8124,14.88785,2397,4.39268
202223,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,SEN provision,14,0.191204589,2378,32.47746517,650,8.877355914,,7322,,E08000036,136,54568,45,0.08247,8124,14.88785,2397,4.39268
202223,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,SEN provision,30,0.066714108,5036,11.1990749,1507,3.351272016,,,44968,E08000036,136,54568,45,0.08247,8124,14.88785,2397,4.39268
202223,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,SEN provision,1,0.112739572,179,20.18038331,70,7.891770011,887,,,E06000012,59,24052,40,0.16631,3293,13.69117,1117,4.6441
202223,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,SEN provision,18,0.594059406,1026,33.86138614,327,10.79207921,,3030,,E06000012,59,24052,40,0.16631,3293,13.69117,1117,4.6441
202223,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,SEN provision,21,0.104296002,2088,10.37000248,720,3.575862925,,,20135,E06000012,59,24052,40,0.16631,3293,13.69117,1117,4.6441
202223,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,SEN provision,1,0.112739572,239,26.94475761,75,8.455467869,887,,,E06000014,61,25517,15,0.05878,3281,12.85809,928,3.63679
202223,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,SEN provision,6,0.027282648,1961,8.916878865,570,2.591851582,,,21992,E06000014,61,25517,15,0.05878,3281,12.85809,928,3.63679
202223,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,SEN provision,8,0.303260045,1081,40.97801365,283,10.72782411,,2638,,E06000014,61,25517,15,0.05878,3281,12.85809,928,3.63679
202223,Local authority,E12000002,North West,E08000015,Wirral,SEN provision,6,0.243704305,505,20.51177904,199,8.082859464,2462,,,E08000015,121,50914,60,0.11785,3833,7.52838,1777,3.4902
202223,Local authority,E12000002,North West,E08000015,Wirral,SEN provision,25,0.316616008,1440,18.23708207,618,7.82674772,,7896,,E08000015,121,50914,60,0.11785,3833,7.52838,1777,3.4902
202223,Local authority,E12000002,North West,E08000015,Wirral,SEN provision,29,0.071506066,1888,4.655291449,960,2.367097347,,,40556,E08000015,121,50914,60,0.11785,3833,7.52838,1777,3.4902
202223,Local authority,E12000004,East Midlands,E06000015,Derby,SEN provision,0,0,343,15.69075938,145,6.633119854,2186,,,E06000015,96,44649,27,0.06047,4797,10.7438,1690,3.78508
202223,Local authority,E12000004,East Midlands,E06000015,Derby,SEN provision,9,0.024547909,3051,8.321741265,1074,2.929383847,,,36663,E06000015,96,44649,27,0.06047,4797,10.7438,1690,3.78508
202223,Local authority,E12000004,East Midlands,E06000015,Derby,SEN provision,18,0.310344828,1403,24.18965517,471,8.120689655,,5800,,E06000015,96,44649,27,0.06047,4797,10.7438,1690,3.78508
202223,Local authority,E12000002,North West,E10000006,Cumbria,SEN provision,2,0.065231572,524,17.09067189,205,6.686236138,3066,,,E10000006,312,70392,83,0.11791,4690,6.66269,2181,3.09836
