new_la_code,la_name,region_code,region_name,headcount,TTperm_excl,TTperm_excl_rate,TTsuspension,TTsusp_rate,TTone_plus_susp,TTone_plus_susp_rate,perm_excl,perm_excl_rate,suspension,susp_rate,one_plus_susp,one_plus_susp_rate,SEN provision - SEN with an EHC plan,SEN provision - SEN without an EHC plan/SEN support,SEN provision - No SEN
E09000016,Havering,E13000002,Outer London,42213.0,21.0,0.04975,1840.0,4.35885,1005.0,2.38078,3,0.081989615,488,13.33697732,235,6.422519814,,3659.0,
E09000016,Havering,E13000002,Outer London,42213.0,21.0,0.04975,1840.0,4.35885,1005.0,2.38078,4,0.24600246,196,12.05412054,95,5.842558426,1626.0,,
E09000016,Havering,E13000002,Outer London,42213.0,21.0,0.04975,1840.0,4.35885,1005.0,2.38078,14,0.037911612,1156,3.130415945,675,1.827881282,,,36928.0
E09000017,Hillingdon,E13000002,Outer London,53068.0,42.0,0.07914,2586.0,4.87299,1378.0,2.59667,4,0.172191132,364,15.66939303,150,6.457167456,2323.0,,
E09000017,Hillingdon,E13000002,Outer London,53068.0,42.0,0.07914,2586.0,4.87299,1378.0,2.59667,7,0.119250426,708,12.06132879,320,5.451448041,,5870.0,
E09000017,Hillingdon,E13000002,Outer London,53068.0,42.0,0.07914,2586.0,4.87299,1378.0,2.59667,31,0.06908078,1514,3.373816156,908,2.023398329,,,44875.0
E09000018,Hounslow,E13000002,Outer London,45866.0,57.0,0.12428,2320.0,5.05821,1332.0,2.90411,3,0.151898734,197,9.974683544,89,4.506329114,1975.0,,
E09000018,Hounslow,E13000002,Outer London,45866.0,57.0,0.12428,2320.0,5.05821,1332.0,2.90411,22,0.058211838,1306,3.455666393,851,2.25173974,,,37793.0
E09000018,Hounslow,E13000002,Outer London,45866.0,57.0,0.12428,2320.0,5.05821,1332.0,2.90411,32,0.524762217,817,13.39783536,392,6.42833716,,6098.0,
E09000021,Kingston upon Thames,E13000002,Outer London,27065.0,10.0,0.03695,467.0,1.72548,309.0,1.1417,0,0.0,95,7.923269391,47,3.919933278,1199.0,,
E09000021,Kingston upon Thames,E13000002,Outer London,27065.0,10.0,0.03695,467.0,1.72548,309.0,1.1417,5,0.021718356,247,1.072886804,188,0.816610199,,,23022.0
E09000021,Kingston upon Thames,E13000002,Outer London,27065.0,10.0,0.03695,467.0,1.72548,309.0,1.1417,5,0.17580872,125,4.395218003,74,2.601969058,,2844.0,
E09000024,Merton,E13000002,Outer London,27984.0,14.0,0.05003,879.0,3.14108,539.0,1.9261,0,0.0,240,16.52892562,116,7.988980716,1452.0,,
E09000024,Merton,E13000002,Outer London,27984.0,14.0,0.05003,879.0,3.14108,539.0,1.9261,3,0.07963897,309,8.20281391,193,5.123440404,,3767.0,
E09000024,Merton,E13000002,Outer London,27984.0,14.0,0.05003,879.0,3.14108,539.0,1.9261,11,0.048319789,330,1.449593675,230,1.010322864,,,22765.0
E09000026,Redbridge,E13000002,Outer London,58356.0,33.0,0.05655,2308.0,3.95503,1513.0,2.59271,0,0.0,162,7.390510949,76,3.467153285,2192.0,,
E09000026,Redbridge,E13000002,Outer London,58356.0,33.0,0.05655,2308.0,3.95503,1513.0,2.59271,14,0.248315005,572,10.14544165,323,5.728981908,,5638.0,
E09000026,Redbridge,E13000002,Outer London,58356.0,33.0,0.05655,2308.0,3.95503,1513.0,2.59271,19,0.037604402,1574,3.115227804,1114,2.204805447,,,50526.0
E09000027,Richmond upon Thames,E13000002,Outer London,28890.0,5.0,0.01731,820.0,2.83835,439.0,1.51956,0,0.0,150,11.96172249,62,4.944178628,1254.0,,
E09000027,Richmond upon Thames,E13000002,Outer London,28890.0,5.0,0.01731,820.0,2.83835,439.0,1.51956,2,0.008074609,390,1.574548831,239,0.964915822,,,24769.0
E09000027,Richmond upon Thames,E13000002,Outer London,28890.0,5.0,0.01731,820.0,2.83835,439.0,1.51956,3,0.104638995,280,9.766306243,138,4.813393791,,2867.0,
E09000029,Sutton,E13000002,Outer London,41045.0,80.0,0.19491,2543.0,6.19564,1272.0,3.09904,9,0.558312655,306,18.98263027,127,7.878411911,1612.0,,
E09000029,Sutton,E13000002,Outer London,41045.0,80.0,0.19491,2543.0,6.19564,1272.0,3.09904,34,0.892388451,843,22.12598425,319,8.372703412,,3810.0,
E09000029,Sutton,E13000002,Outer London,41045.0,80.0,0.19491,2543.0,6.19564,1272.0,3.09904,37,0.10386548,1394,3.913202145,826,2.318726665,,,35623.0
E09000031,Waltham Forest,E13000002,Outer London,42246.0,40.0,0.09468,2075.0,4.91171,1191.0,2.8192,4,0.177226407,314,13.91227293,136,6.025697829,2257.0,,
E09000031,Waltham Forest,E13000002,Outer London,42246.0,40.0,0.09468,2075.0,4.91171,1191.0,2.8192,17,0.048415117,1168,3.326403326,767,2.184376157,,,35113.0
E09000031,Waltham Forest,E13000002,Outer London,42246.0,40.0,0.09468,2075.0,4.91171,1191.0,2.8192,19,0.389663659,593,12.16160788,288,5.906480722,,4876.0,
