URN
142427
142428
142429
142432
142433
142434
142435
142436
142437
142438
142439
142440
142441
142443
142444
142448
142449
142451
142452
142455
142456
142460
142464
142465
142466
142467
142468
142469
142471
142474
142485
142489
142490
142492
142496
142497
142500
142501
142503
142505
142506
142507
142509
142512
142513
142514
142516
142517
142524
142526
142531
142536
142537
142538
142539
142540
142541
142542
142543
142544
142545
142546
142547
142548
142549
142551
142553
142554
142555
142556
142557
142559
142560
142562
142563
142564
142566
142570
142572
142574
142575
142576
142577
142579
142580
142581
142582
142584
142585
142586
142587
142588
142589
142591
142592
142593
142594
142595
142596
142597
142598
142599
142600
142601
142602
142603
142604
142605
142609
142610
142611
142612
142621
142627
142629
142630
142631
142632
142633
142634
142635
142637
142638
142639
142640
142641
142642
142643
142644
142645
142648
142649
142650
142651
142652
142654
142657
142659
142661
142662
142663
142664
142666
142667
142668
142669
142670
142671
142672
142673
142674
142675
142679
142680
142681
142682
142683
142684
142686
142687
142688
142689
142690
142691
142692
142693
142694
142695
142696
142697
142698
142699
142700
142701
142703
142704
142706
142707
142708
142709
142710
142711
142712
142713
142714
142715
142717
142718
142721
142722
142723
142724
142725
142726
142730
142734
142737
142741
142742
142743
142744
142745
142747
142748
142749
142750
142751
142752
142753
142754
142755
142756
142757
142759
142760
142761
142762
142763
142764
142766
142769
142771
142774
142775
142776
142779
142780
142781
142782
142783
142784
142785
142786
142787
142788
142789
142790
142791
142792
142794
142795
142797
142798
142799
142800
142803
142805
142807
142809
142810
142811
142812
142813
142814
142817
142819
142821
142822
142823
142824
142825
142828
142832
142833
142836
142837
142838
142839
142840
142841
142842
142843
142844
142845
142846
142847
142848
142850
142851
142852
142853
142856
142857
142858
142859
142862
142864
142866
142869
142871
142874
142875
142879
142881
142883
142884
142885
142886
142887
142888
142889
142890
142891
142893
142894
142896
142897
142898
142899
142900
142902
142903
142904
142907
142908
142911
142912
142923
142924
142928
142930
142931
142932
142933
142935
142936
142937
142939
142940
142942
142943
142944
142946
142947
142948
142949
142950
142951
142952
142953
142954
142955
142956
142957
142959
142960
142961
142962
142963
142964
142965
142966
142967
142968
142969
142970
142971
142972
142973
142974
142976
142977
142978
142979
142980
142981
142983
142984
142985
142986
142987
142988
142990
142991
142992
142993
142994
142995
142996
142997
142998
142999
143000
143001
143003
143004
