URN
100000
103682
106818
100049
100050
100001
100015
100051
105022
100052
100002
100018
100053
111054
100054
100022
100003
100055
100023
100056
100026
100008
100059
100092
118449
100030
100009
122177
100096
100010
100032
113526
100182
100034
100011
100183
100040
105766
100190
104884
100013
100193
100014
100204
100279
104934
100282
100019
100284
100020
121771
100115
100021
100307
112166
100311
100131
117342
105175
100312
100134
100025
100155
100379
105461
100162
100381
109999
100382
115182
100181
100027
100028
107487
100453
100029
100455
100457
100241
100263
119805
100245
100458
109954
100031
106747
100459
100274
114376
133944
100467
100033
117249
100469
148463
100035
111383
100503
105130
100624
116389
100625
100036
100627
100637
100324
100638
100331
104942
100340
123038
100041
100345
100643
100349
100042
109132
100654
105101
100659
100043
112331
100740
104207
105131
100407
100741
112216
100045
105129
100046
100450
100745
114020
105107
119474
108195
100047
100748
117224
100048
100749
114558
105137
105097
102983
100477
108638
113644
100481
100760
108639
100763
100765
108640
100849
105822
108641
105192
100857
108642
108100
100872
108645
108628
100061
100880
105152
100062
100965
103981
100063
100966
105133
100586
100967
100064
109472
100972
119135
100065
100973
100619
100066
113139
100974
105103
100975
121037
100067
100977
100068
100069
100070
100986
119226
100073
116905
100987
100989
109406
111314
100074
104664
101094
100075
101095
101102
100076
100674
101103
113360
101154
100077
107718
100710
101182
109407
108033
101184
100078
101241
101243
109029
100080
101244
100081
100791
101245
120444
100082
107680
101247
100084
109409
104470
101345
101361
109605
100087
107904
101362
114392
101364
100090
100796
122650
101397
117407
101487
104495
100091
101564
103623
101676
116305
104498
112599
104466
101811
100915
100114
114545
104818
100934
101814
100120
101821
100125
101900
101849
100126
101851
101852
106497
100127
101856
112301
100129
101928
118836
101934
105773
113231
101939
116054
101940
117861
100137
101941
100140
116387
101147
101943
105902
100141
116715
101965
101203
100142
101969
100146
101970
100149
101971
123177
110812
102045
102472
100152
101280
102048
117886
102049
101290
111039
102052
121135
102053
100158
102055
100159
102056
113160
104304
102058
101887
100163
102066
112117
100164
102067
111929
102069
101501
100165
102070
115871
102153
111800
100166
114722
102154
119493
102156
100167
103821
101533
102157
105606
102175
100168
102176
102178
121403
100169
102239
119866
100170
121614
102260
100171
107564
102362
144883
102449
100174
102451
105711
100175
102462
117989
100176
116795
102464
100177
101712
102539
101721
122670
102545
117255
101733
100179
122509
102554
100180
100198
102673
102136
100199
106512
102674
101873
100200
102679
100201
102681
114437
100202
100203
102697
101115
102698
117840
102699
105232
100218
108594
101919
102776
110335
101927
100223
117982
100225
102782
100229
100230
102786
100231
104160
102787
112393
100232
101992
119215
100234
113210
102849
101996
106534
119637
102850
102851
119932
102038
102852
116458
100235
100357
102854
102856
102857
140762
102858
100239
102860
102861
110666
100240
102878
102081
102092
102879
100242
119122
102929
102504
104688
103009
111254
103013
104698
133615
103025
100243
118619
102146
103080
102914
103094
119405
100244
105906
103097
104703
109950
103100
103101
104705
116380
103103
100248
114992
103105
103106
143374
103119
117691
100250
104712
100251
102272
103483
104713
103486
122680
104714
103493
119200
100252
122659
103497
104715
103498
104717
100253
108020
100254
103501
121312
102383
104721
103503
103509
100256
114366
100257
117252
103519
100258
110710
103531
100259
102435
103534
100260
100261
103539
106834
103560
102500
113365
100264
102506
117259
100266
102304
103563
103601
100267
103605
103606
106996
102583
100269
103611
102806
103613
100270
103614
108741
100271
106430
101049
100275
103625
102588
100287
103628
119931
100289
103632
100291
109974
103760
100293
111803
102710
106468
100294
118679
100295
114207
102716
103854
100296
102712
103855
100298
103858
105073
100299
117083
103870
100300
103877
103878
121798
103880
103881
103882
100321
103883
113328
100322
112508
100326
115297
104018
116308
100328
102834
104019
100334
114035
100335
116013
100338
116048
104130
104131
112155
100341
104132
105202
100344
104133
107642
100346
103969
104255
102898
103791
114466
104259
143536
102904
104269
100350
104862
104271
100351
119403
100352
100353
112640
104387
102985
100354
104395
104412
105281
100366
100368
103069
104415
100369
122196
100370
100371
100372
100373
100375
100397
100402
100403
100405
108378
100406
100408
100411
104734
100415
109813
104736
105237
100418
104739
115825
100422
103163
106491
104742
100425
104748
104749
100426
110852
100428
104829
107052
100429
103243
100430
